CGI,Ave CO46 week 0,Ave CO46 week 1,Ave CO46 week 2,Ave CO46 week 4,Ave CO46 week 6,Ave CO46 week 8,Ave Joelle week 0,Ave Joelle week 1,Ave Joelle week 2,Ave Joelle week 4,Ave Joelle week 6,Ave Joelle week 8
Csa14g026690,6.358526593,9.427718863,8.528742909,9.401923359,7.759268411,8.816744094,10.48191162,7.375215367,8.907693088,7.796287524,8.356172171,7.018137891
Csa19g046430,24.63394969,40.24298451,43.25277957,33.92768136,31.699803,31.95161398,41.01098026,45.09669459,53.17086783,44.90324275,45.15689135,38.74862257
Csa15g010200,11.40258922,12.69539908,14.29167739,12.34626072,13.31943705,9.201115634,18.95859196,14.44879233,13.47905889,10.69681064,12.66894602,10.4735241
Csa07g023370,22.98678327,19.3853921,19.57075241,21.78286946,16.40930761,13.48946866,37.11545917,22.13281971,24.5554927,23.52369568,23.61531952,16.64381013
Csa10g015310,43.8869494,101.1915332,77.2859388,98.71429347,63.50801288,82.26302767,72.16745734,115.1206766,104.8696007,133.896982,82.89181881,85.45811521
Csa02g071760,64.78142794,66.00274997,51.69196297,36.69155191,33.126361,31.66660717,105.9504841,59.17047987,64.60217851,40.88131331,40.58655342,34.96901301
Csa03g034620,14.86085323,30.90566412,37.87940346,32.59742061,30.75271322,26.56222098,23.84659082,41.01272591,49.5254254,43.30156988,39.62616252,36.69624669
Csa05g095530,67.92814759,71.24629198,85.28215514,80.61804622,78.77248528,94.25787204,112.4187119,119.3807357,133.677443,111.1509843,129.0215165,143.2098433
Csa00441s070,92.2732483,44.87502105,80.62155849,112.259724,91.28613741,70.79049685,146.7962684,45.14068275,94.44307469,91.93138355,104.1811523,79.49501591
Csa13g017130,98.368187,95.56334191,99.7803532,84.30591179,79.89715199,63.130519,159.396367,111.7947967,104.6396716,84.30520497,85.422599,80.40606534
Csa16g001120,66.29086126,153.6869722,118.0274577,151.7231104,118.2221011,111.114447,108.1548632,126.6732621,164.6353931,137.5521531,140.098602,113.9180284
Csa10g038460,7.284207683,7.314799829,8.349237985,7.833210305,8.616654602,10.34223884,11.68685495,7.412261615,10.07624031,11.36970187,11.51481917,12.63647529
Csa06g051860,58.77148954,68.39123075,39.85982718,50.63289507,42.80659784,47.79822585,98.13246872,58.86293304,43.63153395,36.33012152,53.35763904,48.34350939
Csa12g004040,33.00888819,42.32017293,47.40549338,67.8446335,57.29082027,51.10580004,53.44497349,47.49719938,64.05093689,67.84537314,62.74904137,59.26455651
Csa04g038900,46.6417361,71.82809316,58.99175308,44.67567689,37.47937471,36.83318424,73.93684833,69.60124307,59.04444533,44.20687536,43.00150735,36.76980607
Csa04g067800,9.043943948,9.535367195,10.27334512,12.2865458,8.791538224,11.90211392,14.83639649,10.39719157,10.60309046,11.26953236,11.30360466,13.04751102
Csa15g071280,27.25529179,41.78490169,42.90801804,44.87959265,42.46848569,40.44684747,42.99736527,43.88716665,59.4983882,60.6336077,58.81989638,48.98912461
Csa14g021290,22.48184254,72.39323693,57.71685252,60.2094616,60.10772045,46.45386672,36.67809223,63.49363961,62.24229671,64.0689408,57.90002433,63.50660272
Csa17g093600,3.774858012,3.690384059,3.217677987,3.855555768,3.847947202,4.283299862,5.967129274,4.126645726,4.962828553,5.727755036,4.802037761,4.652241325
Csa09g068780,12.32159787,24.12216442,19.9254076,17.80376372,16.81570254,21.0216598,20.00071432,31.70594154,25.95068948,26.57270886,23.69714094,26.98442669
Csa19g048590,87.57038556,48.64083968,92.11242762,132.4563055,101.0045211,79.40455344,138.1435756,46.53766318,101.28188,102.8743394,105.4067426,82.76684002
Csa08g054130,31.20582769,34.81509182,22.78869065,22.4354099,16.4176239,23.72413236,49.4223267,35.41063767,33.84586907,33.60609396,24.90175758,23.31543479
Csa11g016610,49.20785549,121.1134295,84.13140037,131.9083359,77.85287143,100.1186628,80.7851546,143.2681954,127.0331248,142.9133462,96.28897208,93.86110168
Csa16g050660,177.0479095,256.9209079,272.4582373,254.3289583,183.3349938,191.5382318,280.439311,242.8835925,300.3426106,215.4650328,208.2370102,171.1181712
Csa08g005400,68.75810288,110.3946698,73.48693502,114.4927853,82.16645205,67.47116349,107.4513916,89.84083175,114.7498896,97.31867848,94.91749637,60.56182105
Csa02g028380,135.7612579,152.9828044,115.8435543,174.2575573,140.0244229,107.640953,213.2361631,145.9213468,151.6753922,124.2582908,145.4146297,121.693894
Csa03g020860,23.20558146,86.38337832,70.28781554,61.50383911,65.90742493,51.9409779,36.76816751,82.40954422,86.43454553,82.31200525,70.78038513,71.84859464
Csa08g010160,44.29097193,66.2177737,78.86819578,44.18836756,38.0291913,37.701141,72.38716345,60.8316899,64.16058653,52.3636125,43.83394845,45.13423962
Csa08g006800,160.4384096,186.3465938,250.8343648,341.7571327,352.5164897,239.1293845,255.5827962,223.7265213,339.8576054,285.7929922,343.8253192,306.8199165
Csa13g015410,38.50053269,47.75503977,31.17867053,42.53763603,36.85913406,31.29511802,61.02867232,40.72713894,39.64923667,31.40260084,32.61659074,28.77175176
Csa01g005780,8.41813042,11.55544909,9.093477606,9.020424478,9.014938359,9.622170374,14.10089489,13.60334131,12.94095572,11.33758624,12.2619611,11.49043885
Csa19g011160,13.95367852,34.68352436,24.96155545,13.69325779,12.77328934,13.58128876,22.61642573,33.86269205,31.90867144,20.6152842,14.97967507,14.73661472
Csa11g017820,18.47713574,5.147751505,10.55158454,13.60544314,12.16216569,10.97602518,30.13043665,7.012241071,10.62753536,14.5764157,14.54880755,12.44974991
Csa20g021280,109.749449,96.4576575,140.7968192,201.9310324,193.6531904,141.4077219,178.9429967,95.25675045,181.1324469,163.6621061,193.0752475,188.6076189
Csa01g044170,89.41883573,45.61241157,70.11777641,94.80530934,77.29863467,62.16216814,136.9493556,46.43606378,87.03924064,81.04191374,83.98427208,73.0821013
Csa04g038250,48.21312707,64.82795964,63.88666159,43.06022642,37.50485312,31.97682218,74.51828409,61.89446926,67.69515503,52.07866714,47.45372174,41.49673715
Csa11g001680,221.2949708,256.3771373,254.2610106,310.474331,207.3893988,216.8395877,369.6024236,305.6198543,299.17713,185.1566334,208.6262314,159.2623184
Csa05g015410,74.37923111,123.9799269,91.70633624,108.9648524,98.55290003,90.09334592,118.0725916,109.7524231,130.2400237,96.52590761,86.39256062,85.65631958
Csa04g034180,14.65935419,26.19261414,23.90278461,30.41212744,17.77001162,24.75529394,22.38299939,36.70035146,37.16105689,37.64242245,28.80054115,28.5113765
Csa15918s010,80.17941378,91.37856733,60.63690208,49.42736968,42.3726282,37.58098067,125.4366597,76.06371816,73.7373609,44.97917739,44.83213296,39.98866583
Csa12g025200,19.37428714,21.48337692,18.03323531,14.3414253,14.81291668,15.41445258,29.9764831,25.7749065,21.6507294,22.17039686,20.63798588,20.0636407
Csa19g012130,12.95099682,30.09224475,24.5623673,27.05712425,21.13013471,24.93210599,20.50230007,36.75454924,31.73610807,30.82983041,27.90576612,30.04666345
Csa11g104460,12.18504825,58.41443662,65.14496606,57.03406586,47.36087069,34.12391692,18.83533218,73.18369977,76.71283867,50.97126142,47.04864163,36.46198842
Csa16g031970,29.72132013,12.69966994,9.655717945,8.143685833,8.42326515,8.09097275,46.29949687,11.56885793,9.846421562,7.25445569,10.24684792,10.315745
Csa04g059180,32.25569567,49.90822998,43.81203306,39.76517648,38.37922678,35.68348827,49.13183164,42.01810248,43.36404185,36.45061044,45.69142589,34.11039088
Csa14g028050,13.23257096,26.07655313,32.5069785,30.88309193,29.45076123,24.6003937,20.27263112,33.73238615,35.89581564,38.50471415,39.30516369,31.36755479
Csa13g054350,8.87196123,7.346688185,6.951905927,7.252069432,6.624451875,5.409050887,14.42264547,8.97905428,9.987278684,8.484473086,8.556422349,8.138136307
Csa06g043080,10.23282734,22.29614496,16.55105341,12.97684761,11.29635607,11.64748208,16.45699075,30.19469701,22.49693577,16.78128401,15.82972191,15.22768266
Csa03g062300,577.9053286,405.8241989,370.0424198,673.4482944,535.5061292,434.0324667,930.0802025,416.2182681,534.0299788,584.3086048,629.9832486,517.9465757
Csa10g013820,373.9127412,242.4003915,286.4029683,358.2573035,335.9203465,240.5994592,571.0780294,244.1075506,296.842467,280.6776739,316.9251318,306.7927224
Csa10g016830,6.197627441,8.045579936,14.71961803,13.74019422,9.293417128,10.27867586,10.08636114,10.75116385,9.783529609,13.82465816,10.01303296,9.748401733
Csa05g064590,4.892724496,6.601909124,10.84085773,12.98947105,11.63130291,12.7483942,7.520801683,7.736201601,13.27073883,13.59131709,15.06529387,14.63500921
Csa20g075940,12.88655485,26.21386561,24.64713381,24.55236477,23.52812939,24.12966756,21.22877529,28.334632,33.10208309,27.90645139,22.14161661,20.40350209
Csa10g002470,29.29933763,48.11237736,52.51424713,45.7920112,39.07970306,41.62784988,47.25222226,57.15350191,57.35670633,49.85550392,44.83827212,36.78976127
Csa09g011550,3.310156692,1.260590773,1.428198146,2.023230047,0.956528946,2.210955899,5.470593434,1.258150425,1.423681771,1.50858031,1.253811534,1.342398423
Csa15g005510,32.90464517,100.9324234,64.67603671,66.09502696,49.18545622,46.8570865,50.91962255,91.45161017,83.64471366,69.83078471,67.92496781,58.41723825
Csa17g023010,16.36951832,38.84051044,32.49400842,22.98158403,22.88312415,18.91144953,27.41526174,57.01444963,46.90055187,34.14208915,32.16357274,28.4686039
Csa04g066390,4.519427223,5.129052955,4.036355165,4.020045221,3.312287212,3.724832688,6.894336803,6.908213449,6.206925271,4.850811168,4.944652125,3.680872575
Csa07g052340,4.254307098,3.674633009,4.887864052,3.526492037,3.778573269,3.699993703,6.894697548,5.80452893,5.309255645,4.680642971,3.975233521,4.470199151
Csa06g022380,20.87460421,24.07467787,23.73952358,20.02225483,16.75589987,18.97407899,31.87266415,31.54916308,28.98001011,30.15731976,24.7485264,21.8218765
Csa04g051290,51.40159196,48.77426686,51.30013995,42.39004523,36.10719401,35.86434623,77.36552168,51.69897286,60.09725943,45.54460647,44.55335925,40.32828161
Csa05g023370,10.13421065,10.83128449,13.23651983,7.534242474,7.124622213,7.466006376,15.66283134,11.79640402,11.27595511,10.70459513,10.04224737,10.24270543
Csa07g032360,2642.169446,3385.898451,5036.89043,5259.052395,4812.607603,3802.583201,4154.979795,4006.840942,6028.666603,5136.824111,5175.854217,5425.077965
Csa05g017470,8.235500983,10.89284624,8.260256644,7.478528879,6.794197249,7.248221222,13.25944432,11.84392035,10.33166833,8.37109395,7.895321596,7.802681312
Csa11g070030,4.184622397,14.98923484,11.91688072,14.25487857,13.53735891,10.30929585,6.845934438,13.48008653,14.60011576,11.35200842,10.72746722,10.61315196
Csa13g054890,5.07955734,3.822693239,5.370528328,5.789407557,4.814706062,5.341707187,8.179066768,3.59816641,5.447235305,6.576831689,6.710905347,6.227914686
Csa14g016320,7.808830031,22.07902277,26.13973737,22.70084704,21.68761635,21.82534026,12.14857705,20.38871729,16.90966464,20.29977987,20.76813196,24.56913452
Csa14g063300,6.380036812,9.525863645,8.466907525,7.464213986,7.593868478,11.2355989,10.48335886,12.60082631,9.549785039,10.71904376,10.48158395,10.7822384
Csa20g021120,6.077265744,14.927649,10.3677722,10.37595781,10.93988814,8.967711998,10.21344735,16.24934199,16.640763,13.70145382,11.01291944,10.9603774
Csa17g042850,101.900962,186.0072862,198.4225643,291.551246,280.1822894,247.1083017,162.4779423,235.2066651,287.4067302,264.0035849,322.1483459,259.1505208
Csa16g050440,4.414865787,5.510163983,3.01366561,3.252360514,2.927341309,3.150333247,7.328024691,3.666800222,3.256617254,2.743337414,2.684091135,2.321732483
Csa06g022840,13.79717308,21.5594798,18.87790756,20.25595597,14.68466006,17.92420495,21.20512615,33.2512691,29.83729822,27.2304175,21.11719025,22.300545
Csa11g036970,35.90542431,51.28528373,54.52652424,59.43564762,58.02012083,41.30279967,55.80951906,44.58680282,54.0908565,49.1832158,64.50506397,44.92165631
Csa06g047950,12.22111951,20.94291399,11.96172751,8.831478861,6.552597287,6.619081505,18.83199011,18.6420987,14.55507143,10.47525572,8.308961465,8.288800895
Csa06g018710,5.143206952,9.629104852,8.044599624,5.37230232,5.84204427,3.957527193,8.42567463,9.300234674,7.66475993,5.183491205,5.956262898,5.361465417
Csa04g060640,116.2410008,127.4397194,121.485503,110.9508881,96.47728929,79.4024913,171.8666571,116.5277579,130.0475609,107.3129424,102.2869197,88.92182574
Csa12g001570,326.6512907,232.0069,213.4108919,329.2988832,217.4151862,248.2649965,526.5736232,278.7743556,295.7851686,198.7756517,216.1246473,174.4822066
Csa02g072080,12.34296437,11.80008834,12.05013671,12.12916613,13.51032206,9.451385999,18.53119284,12.73661686,12.64932766,13.72201586,18.58009741,14.86842519
Csa03g024200,506.5043811,520.8530215,507.7909819,589.763772,557.4796936,398.6156416,775.7385044,452.2761936,522.0391725,410.1781668,489.310961,445.1928924
Csa04g051240,18.35936687,16.79999237,13.93101339,14.78271693,14.05109132,12.75614332,28.8533446,20.4354728,19.27942655,21.24958634,20.97354111,20.05805451
Csa14g039210,3.600598224,1.774551378,1.140558643,1.981224146,1.806356082,2.13030423,5.387274725,2.014765576,2.136223113,2.252459601,2.853462234,2.829900979
Csa08g004710,46.34497276,71.03011698,50.81061713,69.27469651,63.35800531,51.31595544,71.29954369,69.7587125,69.49917167,63.15062805,63.30189288,55.03159584
Csa03g038030,29.29071158,48.06691519,51.37631115,40.10555176,40.0768563,38.06448169,44.77650317,52.53198118,49.46627681,56.01575877,53.16045825,45.55437799
Csa03g010730,130.5383201,113.9955944,111.1957126,84.36197884,74.99231983,74.93629021,193.1092172,110.5951848,133.2221006,94.69159197,93.11899374,84.0536992
Csa06g008960,122.2716751,126.4248311,120.5654947,102.2709291,89.211078,85.77944611,179.2208786,119.7439828,135.6733566,96.67939082,101.778782,92.95101891
Csa11g024330,1.087889624,1.732347776,3.481299833,9.184225728,4.104498228,3.246568866,0.169471639,2.149331809,3.412608989,7.817690539,4.617032735,5.266081989
Csa09g085340,6.657427663,6.31830205,7.414224313,9.769864194,7.913507048,9.797594604,11.0363948,7.173251554,8.553461449,13.16307588,12.2465638,11.72616776
Csa10g018220,163.3523592,193.7990055,181.4600423,164.7602515,142.5141025,117.5942436,245.9187122,179.160333,197.8054278,148.8912427,145.5085405,131.9847171
Csa19g027360,216.7860225,157.2604433,114.3854853,130.496838,106.9002417,133.7422592,358.5174357,169.9952422,156.5592326,134.3517447,121.5014163,112.4377427
Csa16g025370,25.84399872,33.44848825,41.38554878,31.48091473,33.40915177,28.8415793,39.76850148,36.53302626,30.71895841,29.66477047,44.55604254,34.36680776
Csa15g021130,25.12037369,7.277660915,12.91824396,16.86625145,14.14286876,10.08116033,37.34161994,7.992085692,10.43402823,11.95553757,14.33530833,12.19181292
Csa07g001210,68.78374673,108.3097368,89.8827449,133.7236071,103.5110372,86.21664581,101.5504671,119.4172807,141.2428313,122.4828125,130.6827171,98.82614394
Csa11g093560,12.03788717,5.476070018,7.993082775,7.565247473,6.839049286,7.76526324,19.46089043,7.325734767,7.6817798,5.904038556,8.418959979,6.882106468
Csa03g006250,12.65199066,16.22221505,17.61981119,14.77686548,13.89974193,15.23985735,19.58427414,21.40657421,27.01799761,24.03259786,21.56525141,18.37802581
Csa17g040800,115.0804658,138.7045161,173.7792448,132.3835578,122.6574168,109.7547908,169.4455454,147.0908514,165.4406922,124.5693817,138.9409388,124.8606586
Csa11g033070,4.62888315,9.077046141,11.08083669,12.74457702,13.10237659,12.52786406,7.574392388,13.09070162,16.86154394,14.63725688,16.73129002,11.87611516
Csa13481s010,63.2614849,101.9043846,64.734055,63.50646859,58.33708648,44.81675572,93.04395103,95.84479899,68.91812539,62.71905448,59.72292829,52.28716738
Csa06g024860,3.569307126,3.518353539,5.269949801,4.216806818,4.285958591,3.749631346,5.494783242,5.307651317,4.868103548,4.409563286,4.369184559,4.697833925
Csa08g047280,5.515280534,9.527248936,11.82050976,11.02409257,10.38823585,11.1760704,8.546716405,8.166798889,10.45736124,10.33609734,11.26716954,11.46700594
Csa18g032080,2.958056999,4.342558041,8.866958372,8.150644794,6.452378097,8.228291331,4.667364454,5.27108632,5.343891289,7.925583572,7.592840778,7.559937934
Csa07g007510,6.701072011,6.262218151,9.496314933,3.997682167,6.318341024,7.226006263,10.88226807,9.233730997,6.086347248,5.114804709,5.0826602,8.059115735
Csa16g050770,17.96753815,11.43030418,9.958047824,10.06234475,10.31052234,11.19882688,26.72565904,13.60659612,13.78650161,12.36820826,13.36389413,11.18815427
Csa05g030510,14.02068062,38.50018712,25.60634911,17.79221889,17.82750261,16.21367433,21.74955495,49.2029844,38.07516892,25.82868485,27.91704911,26.22310459
Csa13g009320,1.650360751,2.794113438,3.370599097,2.22572311,2.720776787,3.072443491,2.660627663,2.918843753,2.146144468,3.087921796,2.987112596,3.479112525
Csa17g014840,2.814572034,3.92738511,3.628175398,3.135944297,2.95795141,3.781009971,4.591974769,5.200549476,5.1749305,3.788000464,3.295797096,3.376635381
Csa09g099350,81.19173753,106.1280976,91.60433178,74.07905263,62.45221197,59.57175235,119.8143126,113.9325709,122.3972296,98.74235935,85.84717037,76.82370946
Csa04g011460,136.6730633,175.1579091,189.7515363,203.1954451,170.247252,130.234746,204.0908219,162.8747817,211.5347812,159.9912919,169.6123001,118.0902847
Csa11g007290,173.4222615,216.3927488,365.9497023,215.7423111,196.7208312,192.6543537,253.6320729,221.1237254,266.4015462,224.6823334,227.6920777,208.8865426
Csa11g064880,27.81244732,30.59860707,19.62809287,24.87074633,19.54336112,24.03225967,42.51530696,27.02398405,27.60851049,20.87488652,23.24820872,18.8979695
Csa01g009930,15.30494021,21.1956789,19.79431318,14.66297861,14.22639132,13.42656816,22.57339733,23.13985247,20.71684772,19.52762639,17.87032669,16.2755839
Csa08g008270,18.52237064,24.88330304,21.03100281,28.85608983,28.67851104,25.16042415,27.50151146,29.90346999,34.32397063,30.71458207,30.9391037,27.8918942
Csa10g002030,213.6062737,77.82119906,104.7614243,129.0186525,81.77804849,151.345798,325.7431368,122.631068,92.6690174,117.8071285,112.8495875,146.5225924
Csa15g031370,631.4632165,405.6891515,419.9960531,627.3799766,463.9092291,384.414819,930.2073968,358.5651833,440.0986271,405.3179428,479.3187384,377.9899388
Csa03g005300,2.628762615,1.50592129,1.157870956,1.085422825,1.213900851,1.455657419,4.161840833,0.777249832,1.207451369,0.945431587,0.808155914,1.03525019
Csa14g024920,2.116556155,1.30209619,2.001075646,2.940712145,1.65612455,3.177772631,3.549603167,2.171044697,1.993755386,3.261879386,2.054968395,2.336427731
Csa15g003870,4.109942267,4.889231777,3.484683909,2.853477768,3.705615263,2.997200483,6.725104949,4.485897627,3.768735248,3.217344505,3.808397079,3.624831336
Csa20g018490,24.09438886,20.61879951,16.67314538,16.85633792,16.60323224,15.809631,39.64788027,22.06527595,12.01228434,15.04199991,12.67084184,12.35610082
Csa06g022540,50.96916241,56.13284844,41.44883339,33.11218705,32.78190159,23.74649217,74.97795639,57.1234334,58.91499276,42.9752385,40.90332141,36.68603979
Csa03g036930,19.11943776,26.63909604,29.43122029,24.52422632,20.81870818,20.0323206,27.60607504,29.04190662,29.14588223,25.81668041,23.95829065,23.87958409
Csa14g043500,3.276424172,3.35705356,5.285597711,5.407302163,4.05779826,4.053956374,5.074041962,5.616317702,5.579289459,6.548926413,6.265238706,6.331306897
Csa09g061230,46.50070418,173.9274592,138.4041267,127.0002142,105.3390552,88.63829389,67.68690649,201.1000065,212.2269521,184.3469872,174.6039961,136.4797831
Csa01g009620,1041.71889,425.2584096,476.3187187,826.5928031,700.322867,587.2208553,1582.556446,468.0552451,647.615228,709.5377568,767.2295615,702.4175329
Csa07g062140,8.771240098,11.22423391,11.94423402,11.21456962,9.585491918,9.578695576,12.62549276,11.19874547,14.05075667,14.41395439,13.71632839,11.66613489
Csa08g001760,7.263400236,6.49695319,5.40019228,5.664630407,5.769454146,5.737868087,10.98825281,9.825959076,8.589995901,8.381130166,7.052878095,6.133493796
Csa08g037450,116.1916115,155.0685733,132.7058447,191.005225,157.0925039,119.1080988,168.7125551,157.5436584,162.0353962,129.2704033,160.5725943,135.4989318
Csa01g015860,6.578341582,6.891335449,4.851977799,3.749683803,3.803261118,3.843392453,9.834042249,6.913415121,5.266403548,4.058897362,3.913758942,3.866517953
Csa15g012540,1.971169345,3.413253796,2.566995576,2.82422711,2.356637261,3.032524004,3.27827672,3.376138483,2.933240797,2.884424843,2.932437556,2.255064489
Csa16g053670,4.479935155,4.993609519,3.287839147,3.478527849,4.551673568,4.060477184,7.042411121,5.059258276,5.209461699,4.688332187,5.102013256,3.628317646
Csa07g038560,8.182525766,3.050940631,2.155889683,3.09204894,2.127827724,2.849205705,12.65533823,2.729658947,3.076550547,3.063789617,2.298977319,2.669851806
Csa03g062070,169.6431167,266.9451276,175.2195017,175.0187549,157.3884476,134.7150136,268.7636512,231.4726385,267.2451364,201.0861575,198.9233484,183.6178374
Csa04g036540,226.2085623,176.4467212,191.4595266,276.4360488,255.954703,183.0423463,328.7206157,169.7137545,241.156,224.3739391,264.5588801,226.8183377
Csa17g023400,14.79025438,14.12308071,16.88207902,15.90635156,14.48302712,9.669620399,21.47334666,15.98199716,18.07081223,13.94031424,13.60971623,12.16942437
Csa05g042070,17.43529923,34.3715313,26.85836355,29.94222365,31.33363826,31.72475671,29.06041151,41.36192058,40.00520887,38.36143023,34.03136264,34.23462038
Csa13g025250,18.76394772,46.08743982,47.09679467,38.05785462,34.69052614,29.48036584,27.3340044,44.51516566,60.58370145,44.44684538,36.8568975,33.28252735
Csa04g030290,1.146915344,3.831878154,2.561673606,1.114649326,3.586546831,1.973455972,1.950485532,3.67071115,3.958083225,2.005631182,3.24889041,2.762849858
Csa18g020830,22.40135862,32.28587674,41.08377666,33.65187527,31.64678842,26.17309438,32.06108555,34.3447821,40.34646514,39.51831687,38.09243067,37.14643888
Csa01g011450,1.207648521,2.223556269,1.715723601,2.60862046,2.041095049,2.065307237,2.183817418,3.138803691,2.231632994,2.965263995,2.437469597,2.837285898
Csa07g064120,61.1192732,98.34075562,108.6416249,107.0866354,103.7471802,81.23553607,92.23679146,152.9080999,158.0758331,155.9539838,145.2777621,132.9773165
Csa12g022550,27.1557037,40.71978627,60.82841895,63.71563999,51.5879754,50.68416354,40.5067311,43.81207096,50.82578717,58.79683119,57.25171166,60.14415212
Csa05g022960,90.26648929,129.2692248,130.409388,156.7996178,120.8523487,104.1777273,131.9085216,124.8082527,144.0761117,123.9933679,127.7392074,96.01994789
Csa07g060960,18.49334151,20.61563306,14.00812353,13.86979172,13.72789419,12.17259215,28.76754968,20.74698173,18.23129858,16.82704307,15.93904145,17.0124451
Csa04g024710,99.47299216,123.3826079,140.7676197,143.3261931,115.66034,106.0823142,143.2123542,122.0201175,150.5037374,130.7456752,125.1765138,111.8953396
Csa12g029480,147.7839569,164.5491711,154.2526634,135.2507538,118.1589203,102.6756541,215.7581678,147.5020875,167.2476091,121.8914125,120.5594655,107.9425776
Csa12g051090,9.050878157,17.65597414,21.80850507,25.04083181,32.63621958,21.85554515,13.48233026,20.95344153,26.07844674,29.67989372,34.94872647,30.25406688
Csa19g026610,6.321394141,5.518350053,3.894796678,4.048019944,4.737102008,4.175448851,9.619899046,6.719610167,6.350661371,6.164214505,7.276105563,6.161118513
Csa09g061830,306.2644972,451.5856024,244.4963983,220.7871442,181.4505762,227.8231454,450.4953025,470.0109254,347.0130915,282.3603004,261.2704111,251.6125381
Csa03g060790,6.086740283,3.286734493,2.659390027,2.165841731,2.754653008,2.051227314,9.461104263,2.978825898,2.937856951,2.312221982,2.480037585,2.773549346
Csa05g095490,122.4174071,106.704805,115.2678535,180.2734712,141.6797485,112.8770134,177.513941,112.6946666,147.1353806,139.1871701,144.0670444,125.2161196
Csa03g027220,77.92816333,68.72608371,56.57473892,54.35898365,36.0707986,56.08998263,112.0192033,77.06332796,60.40057221,41.18371623,54.9023141,41.486258
Csa06g047580,2.956413671,0.461318718,0.553662327,0.677295369,0.545779238,0.78759407,4.630896651,0.390996353,0.499373709,0.810520331,0.924560962,0.518767615
Csa17g078950,91.59253658,113.4875125,136.5306625,102.2727851,94.83944151,93.81399156,131.5288856,100.8249168,134.2412648,96.76667768,100.1542894,97.86181214
Csa01g016570,24.2135036,22.54063033,18.95290903,29.29852824,16.94411815,22.70283314,36.90949073,18.69667955,18.79153995,18.07210099,15.36941524,18.06947186
Csa14g005230,1.768644961,0.844102927,0.788198273,0.823399205,0.808715765,0.933595925,2.870627329,0.591331245,0.889614852,0.766344929,0.53414543,0.866021932
Csa02g073000,13.28312797,16.04146573,10.63868121,13.92280738,12.24514541,9.796277194,19.22247537,15.24336848,13.99847211,10.44491179,11.66987653,8.594148462
Csa13g039140,56.06539457,74.3735538,62.81196176,57.51355634,47.48689,41.94319638,82.29013483,77.220324,87.54468559,70.70093493,61.99861981,58.71327946
Csa11g059980,2.73504193,3.397585801,2.861831442,3.894140192,2.90009539,3.793080456,4.469548891,4.783983194,4.227953225,4.407215343,4.348893924,3.7312643
Csa12g079480,2.9116714,0.676584683,0.242953775,0.320699878,0.47385786,0.556598037,4.456065556,0.546261256,0.486494066,0.327407704,0.58945567,0.668735344
Csa05g018780,22.23247109,23.22058362,21.93884285,29.51986933,28.63644185,20.48274181,32.33887049,24.95542525,31.36610867,36.7361272,32.82912443,29.9933925
Csa03g061350,10.28951031,9.6087822,9.39509693,9.083401992,9.4185844,9.371034862,15.20360479,10.85616851,11.02858524,12.14036499,11.42820424,11.01242596
Csa02g076870,1.342187239,4.53699526,2.901785315,3.480109987,2.724360249,2.804832796,2.114643045,2.850019939,2.432496531,2.28545106,2.516720609,2.077077642
Csa14g026740,75.17556544,30.55408957,44.25242404,38.68057941,39.35130119,32.57353702,109.8247316,28.97076689,39.43743807,30.55922368,37.12006651,37.8085988
Csa11g019890,169.9994554,211.047596,190.9520962,173.17118,145.8422638,129.2268254,245.2939047,191.8677995,210.9807612,150.326391,151.3641287,137.7989306
Csa01g023610,26.3757975,35.52990193,63.12396524,47.38862832,35.48195767,31.50577697,38.10777616,43.116542,45.42122864,46.33811305,52.19945256,41.72267524
Csa06g022190,66.06452897,30.49706975,37.59251863,38.88410246,35.88918605,24.39470517,93.26574809,39.18375989,40.41337763,36.65961874,33.47191252,29.57700721
Csa07g066070,49.39364928,67.93127896,60.29959343,41.81767598,38.60526517,34.60531713,73.20285931,62.59108146,61.51515333,50.98567668,43.71627915,39.73979326
Csa15g009070,14.22723876,14.39464183,10.55370966,16.4484497,8.960269797,13.65371707,20.52898696,16.11220456,14.26017768,11.35111898,11.60223545,8.985022659
Csa20g002230,108.2231092,81.56654953,124.2327664,168.7591377,154.0074307,109.8900306,153.1655991,92.39720524,175.4607295,147.7765777,173.6909519,157.4613412
Csa12g056780,8.225519151,7.870723281,9.008325857,4.641887604,8.088006821,7.029068601,12.29501104,7.187333262,6.879027971,6.194391809,7.086933282,7.109451243
Csa08g055960,6.4440735,13.5712866,10.97406718,8.706134029,9.224604478,10.17976654,9.016988954,14.26562129,14.47630846,11.69387595,11.96080631,11.64248245
Csa02g071600,18.43972761,31.31789601,32.21418879,32.51437953,22.27988649,19.93909444,26.48773974,24.53043809,23.60095373,27.64241669,23.77735196,17.12133688
Csa09g071620,40.56455543,24.46913411,19.05279355,18.92940412,16.81398443,16.91742692,58.24373193,30.55946537,21.9745306,18.98416238,22.01976966,21.875614
Csa17g095980,8.254943294,12.26211697,10.83260952,9.131630817,8.505833582,8.639596651,11.64067704,11.78710459,13.82104407,9.864304228,8.855916107,9.087172733
Csa20g026060,61.02716647,69.08936005,80.19226048,61.61539534,48.01196287,41.71926177,89.48138525,86.69938402,88.31886551,66.14780391,62.86582864,61.38020238
Csa20g021100,2.85681019,4.46804005,5.741694441,9.633923679,8.540470283,8.510524227,4.600676078,5.535512762,6.248850718,8.91029902,9.62082567,10.23498474
