Gene ID,LOG2Diff0,LOG2Diff1,LOG2Diff2,LOG2Diff4,LOG2Diff6,LOG2Diff8
Csa20g018660,0.56682759,1.570900601,0.225338721,-0.568223782,-0.56082756,-1.23401557
Csa20g018670,0.317065185,0.958945434,-1.380323362,-1.117653599,0.412425491,0.80954085
Csa20g018710,0.342189669,0.514598145,1.093938963,-1.088685188,0.534535842,-1.396577431
Csa20g018760,-0.916435639,0.505321803,-1.531666321,0.298047312,0.580097347,1.064635498
Csa20g018780,0.087922438,0.415065676,1.316122569,-0.117962647,0.051352811,-1.752500846
Csa20g018790,-0.337853326,0.778627692,-1.820192678,-0.008911149,0.65753203,0.730797431
Csa20g018800,-1.105860903,1.016147147,-1.194500052,0.112484014,0.029736201,1.141993594
Csa20g018810,-0.127470966,0.722516206,-1.882115286,0.14531939,0.219842189,0.921908468
Csa20g018820,0.223004882,0.528127926,-1.744650939,-0.475090216,0.332168086,1.13644026
Csa20g018850,-0.253308275,0.584803601,-1.125733243,-0.191015238,-0.691585317,1.676838472
Csa20g018880,-0.503308341,1.41298738,-1.058859734,0.155283435,-0.898828093,0.892725353
Csa20g018900,0.761539695,0.459119718,-0.397812198,-0.649700792,-1.430803637,1.257657214
Csa20g018920,1.016128207,-0.044214003,-1.250906209,-1.156180271,0.586915377,0.848256899
Csa20g019000,-0.621092745,0.145246774,-0.982390817,0.602342568,1.631890928,-0.775996708
Csa20g019010,0.633661343,0.807898428,-1.536306038,0.747196747,0.311892461,-0.96434294
Csa20g019040,0.367446632,0.553950318,0.316973789,-1.984791483,0.719389835,0.027030909
Csa20g019050,-0.227031604,0.184235576,1.67025061,-0.78029442,0.337037185,-1.184197348
Csa20g019070,-0.283455595,0.914045562,-1.555390876,-0.162254785,-0.180268119,1.267323813
Csa20g019080,1.313335187,-0.167154383,-1.596792224,-0.36538801,0.747873779,0.068125651
Csa20g019160,-0.682822083,0.603361251,-1.54263311,1.310038005,0.043993908,0.268062029
Csa20g019170,0.932053382,1.479854216,-1.158265957,-0.550872559,-0.508427845,-0.194341238
Csa20g019210,0.346152723,-0.074491704,-1.695716316,1.320092874,0.406330026,-0.302367603
Csa20g019250,1.041810649,-0.201575826,0.533741657,-1.749114485,0.666814169,-0.291676165
Csa20g019270,0.716201121,1.165356737,-0.688896661,-0.939135431,-1.059583339,0.806057572
Csa20g019310,-0.689830318,1.690238281,-0.833974646,-0.856440591,0.335798505,0.35420877
Csa20g020440,-1.284515484,0.977587748,-1.213165032,0.819558074,0.297717827,0.402816867
Csa20g020490,-0.021708205,1.657731204,-1.274398745,-0.536439941,-0.315280483,0.49009617
Csa20g020500,0.465647163,0.954563021,-1.92487226,0.292017568,-0.065383652,0.27802816
Csa20g020520,-0.190966345,0.130568385,-1.866524843,0.293291121,0.671604188,0.962027493
Csa20g020560,-1.035357775,0.562440016,-0.280220321,-1.018950198,0.206057323,1.566030955
Csa20g020620,-1.511635196,1.472845156,0.418908618,-0.257205696,0.323571604,-0.446484487
Csa20g020630,0.78245884,1.462807844,-0.978323577,-1.084584743,-0.312406445,0.130048081
Csa20g020660,0.692519696,-0.587311226,-1.677362072,0.606555921,0.996529776,-0.030932094
Csa20g020680,1.647034768,-0.364171023,-0.498589084,-1.315675553,0.395833548,0.135567344
Csa20g020770,-0.139952647,0.941592215,-1.432560088,-0.292081774,1.336232698,-0.413230404
Csa20g020790,0.73162577,0.516197856,-1.96224277,0.231863517,0.539334988,-0.056779361
Csa20g020800,-0.660481867,1.604190066,-1.206221593,-0.495764503,0.346794881,0.411483016
Csa20g020850,-1.439781271,0.971442131,-0.225838472,0.809172327,0.739671169,-0.854665883
Csa20g020970,-1.39089712,0.505123957,-0.705131314,0.170520694,-0.088313733,1.508697516
Csa20g020980,1.439714805,0.608907196,-0.050502434,-1.250944932,0.222191427,-0.969366061
Csa20g021000,0.202004009,1.422184683,-1.122427391,-0.913382687,0.821342106,-0.40972072
Csa20g021010,0.570647862,-0.976905316,-0.226513018,-1.173671714,0.328944637,1.477497549
Csa20g021070,1.698680666,0.398805442,-1.072611198,-0.868009668,-0.218431364,0.061566122
Csa20g021080,-0.212674839,0.750531642,-0.899961932,-0.34169428,-0.916390168,1.620189577
Csa20g021120,-1.258619225,0.854059072,-1.034869736,-0.085615648,1.234377298,0.290668239
Csa20g021160,1.854583895,0.201038705,-0.490821264,-0.388510864,-0.121012399,-1.055278072
Csa20g021170,0.81414941,-0.101564556,-1.719477244,-0.252566465,0.123105672,1.136353185
Csa20g021220,1.256752038,-0.706277532,-1.368196568,0.974033781,0.132588098,-0.288899817
Csa20g021250,1.384230033,0.277801506,0.477231399,-1.538108651,0.040386395,-0.641540683
Csa20g021280,-1.398462666,0.576659983,-0.465031179,1.355032268,0.539082043,-0.607280447
Csa20g021300,1.453297793,1.05398963,-0.760565203,-0.637637929,-0.257089758,-0.851994533
Csa20g021320,-0.568915151,0.597320233,-1.729416711,0.618853943,0.116726928,0.965430759
Csa20g021330,0.196562995,1.560947454,-1.475057745,-0.48260404,-0.119097488,0.319248823
Csa20g021340,0.477081194,1.1207517,-0.937164626,0.210098889,0.616940602,-1.487707759
Csa20g021420,0.025008996,0.916892486,-0.2560802,-0.714321133,-1.324115654,1.352615505
Csa20g021440,0.124769763,-0.774005543,-1.524302244,0.329292214,1.277647819,0.566597991
Csa20g021460,0.868845485,-0.25455726,1.035481587,-0.837346561,0.61283719,-1.425260441
Csa20g021470,1.672574593,0.210867544,-1.191179877,-0.298220142,0.338025558,-0.732067676
Csa20g021570,-0.620926359,1.155982575,-1.599770962,0.136043018,0.831190276,0.097481452
Csa20g021710,1.015597296,-1.020623574,-1.164143687,-0.325246452,1.165079996,0.329336421
Csa20g021770,1.227577905,-0.098669312,-1.795727421,0.286860181,-0.038282406,0.418241051
Csa20g021820,-0.025338917,-0.261451074,1.674316558,-1.01930035,0.53034363,-0.898569847
Csa20g021850,0.120327683,0.22621823,-0.798445714,-1.484992007,0.639922842,1.296968966
Csa20g021900,0.287544562,1.04616465,-0.996325324,-1.459488624,0.748838069,0.373266667
Csa20g021910,0.904816777,1.045166668,-1.159146205,-0.295791537,-1.123675108,0.628629405
Csa20g021930,0.547523904,-1.745587501,-0.20042016,-0.333995788,0.847831414,0.884648131
Csa20g021940,1.434194905,0.535550073,-1.608336796,-0.17543801,0.010583479,-0.19655365
Csa20g021990,1.980285384,-0.627450636,-0.202474285,-0.538679304,-0.017286124,-0.594395036
Csa20g022030,1.641942249,0.339982136,-1.0493187,-0.821954349,0.395028222,-0.505679559
Csa20g022050,-0.430462258,1.191639167,-1.569021601,-0.419754417,0.573949824,0.653649284
Csa20g022110,1.922577801,-0.082988283,-0.594353208,-0.768833801,0.107462397,-0.583864906
Csa20g022120,0.368044304,0.42744426,-1.359162256,0.786878571,-1.158126367,0.934921488
Csa20g023130,1.294904367,0.357346358,-1.542532913,-0.462783581,-0.342900514,0.695966284
Csa20g023250,1.820418892,-0.569454928,-0.268404899,-1.130518351,0.09317907,0.054780215
Csa20g023260,1.687000212,0.645700071,-0.81747131,-0.905881877,-0.481547009,-0.127800087
Csa20g023270,1.468050192,-0.138497737,-1.55502172,-0.4192709,0.213005019,0.431735146
Csa20g023290,-0.820405314,1.567051301,-1.204498897,0.377942815,-0.330473194,0.410383289
Csa20g023330,1.323117211,0.613275251,-1.580073315,-0.5897999,0.089335255,0.144145499
Csa20g023370,1.382967769,0.656460412,0.365372068,-1.1456919,-0.172566054,-1.086542294
Csa20g023450,0.055814291,-0.412273704,-0.061668165,-1.460104641,1.62004507,0.258187149
Csa20g023530,0.741955291,0.354978915,-1.405360989,-0.529690771,1.345519779,-0.507402225
Csa20g023570,-0.295996117,2.02547474,-0.635933291,-0.389918848,-0.405875257,-0.297751227
Csa20g023650,-0.129187395,1.143975721,-1.65802856,-0.179231051,-0.115650581,0.938121865
Csa20g023670,0.617319023,0.769017363,-1.966631976,0.016086535,0.266881405,0.297327649
Csa20g023740,1.540326473,-1.18964893,0.226541476,-1.020184718,0.32617902,0.116786677
Csa20g023770,0.460972482,1.19919301,-1.761880851,-0.353855879,0.137702874,0.317868363
Csa20g023780,-1.483417969,0.727288554,-0.948867215,0.972320503,0.086731929,0.645944198
Csa20g023790,0.414745189,-0.011079999,-1.903631252,-0.025565306,0.903789011,0.621742356
Csa20g023820,0.285263561,0.384147851,-1.23004166,-0.049686429,1.54397646,-0.933659784
Csa20g023890,0.325102795,0.990832919,-1.493341983,0.125500493,-0.886568494,0.938474269
Csa20g023900,0.586672182,1.190895041,-0.345644143,-0.564876375,-1.534237794,0.66719109
Csa20g023930,-0.92645955,1.91015308,-0.654779386,-0.173580793,0.027350826,-0.182684177
Csa20g023940,0.617950922,1.257003633,-1.033270931,-1.243336554,-0.213830855,0.615483784
Csa20g023950,0.997840643,-0.02476488,-1.267749233,-0.842045913,-0.153237785,1.289957169
Csa20g023980,0.97594321,0.704727818,-1.670456568,-0.402347765,-0.314668318,0.706801623
Csa20g024030,-0.096393455,0.916035103,-1.257580491,-0.661396977,-0.32450705,1.423842869
Csa20g024080,0.655339892,1.021982211,-1.608946461,-0.812647715,0.373939434,0.370332639
Csa20g024090,0.226687136,1.543980808,-1.122674897,-1.024049022,-0.116070543,0.492126518
Csa20g024150,-0.15079222,-0.110970465,-1.176300873,1.850137499,-0.397547138,-0.014526803
Csa20g024220,0.717421004,0.518774349,-0.899495538,-1.168804858,-0.504486413,1.336591455
Csa20g024230,-1.148335262,1.569924331,-0.866505031,0.238654461,-0.337099245,0.543360746
Csa20g024240,-0.670101149,1.33039072,-1.514366253,0.204450582,0.667532147,-0.017906047
Csa20g024270,1.835325507,-0.848678542,-0.335374451,-0.194674904,0.344723876,-0.801321486
Csa20g024380,0.714919597,-0.328150058,-1.856740878,0.19235432,0.43809975,0.83951727
Csa20g024390,1.686758278,-0.150449199,-1.274430999,-0.461056321,-0.271644135,0.470822376
Csa20g024400,1.749572101,0.439602748,-0.987558323,-0.468010879,-0.742537197,0.008931549
Csa20g024430,0.919950088,1.325699997,-1.482133021,-0.210793848,-0.24239443,-0.310328786
Csa20g024500,1.508474562,-0.984298257,0.050780507,-1.179939916,0.600671273,0.004311832
Csa20g024520,0.479085682,1.593442049,-0.558747741,-1.130495448,0.341155454,-0.724439996
Csa20g024560,0.105593664,1.117393945,-1.206530927,-0.640395999,1.228432069,-0.604492753
Csa20g024600,0.852071556,0.330613261,-0.004999249,-1.962979894,0.431443367,0.353850959
Csa20g024610,-1.523016236,1.308181087,-0.424576558,-0.336567489,0.803642227,0.172336969
Csa20g024630,1.376959935,1.182883637,-0.53358111,-0.491054439,-0.783296972,-0.751911051
Csa20g024650,1.512310233,0.735855821,-1.285717825,-0.569750069,-0.437847096,0.045148936
Csa20g024670,0.919083761,0.180818882,-1.498779446,-0.843121759,0.177087562,1.064911
Csa20g024730,0.173929977,-0.367730276,-1.376790288,-0.387567011,1.639219895,0.318937703
Csa20g024760,-0.510662303,1.26896229,-1.012494043,-0.462845881,1.261989693,-0.544949757
Csa20g024770,1.002280307,1.113569373,-1.053421967,-1.089067097,-0.46588675,0.492526134
Csa20g024810,0.5835309,-0.719315301,-1.571656251,0.000122317,0.526164241,1.181154093
Csa20g024820,-1.322106775,1.300813872,-0.265817652,-0.891266239,0.606745167,0.571631627
Csa20g024830,0.618284421,-0.436417417,-1.440696105,0.99858051,-0.682473774,0.942722366
Csa20g024840,0.746840729,-0.177252146,-0.663561209,-1.590495964,0.94735921,0.737109381
Csa20g024880,1.738156395,-0.683793634,-1.208352744,0.073171443,0.186187151,-0.105368611
Csa20g024890,1.484965362,-0.467483462,-1.48058821,0.105412661,0.571982577,-0.214288927
Csa20g024910,1.735205833,0.491740201,-1.004077731,-0.78455859,-0.336394605,-0.101915107
Csa20g024940,1.636945839,0.182233058,-0.192396333,-0.674491689,-1.295234898,0.342944022
Csa20g025140,-1.190497588,0.705735093,-1.157467521,0.354715714,1.272347889,0.015166414
Csa20g025160,-1.31739469,1.026451706,-0.755845352,-0.529971141,0.547951688,1.028807789
Csa20g025200,1.25358691,0.783593203,-1.518270492,-0.680492202,-0.048112089,0.20969467
Csa20g025230,1.91811042,-0.497265292,-0.764913731,-0.242867541,0.208312086,-0.621375943
Csa20g025290,0.471312026,0.774232065,-0.14907819,-0.04443073,0.815780143,-1.867815313
Csa20g025380,-0.414988317,1.196926559,-0.138773948,-1.637289514,0.814106668,0.180018552
Csa20g025510,1.062320803,-0.353939613,-1.701041892,-0.189468832,0.834009399,0.348120135
Csa20g025540,0.951157453,0.117669736,0.39021833,-0.390872857,0.73199127,-1.800163931
Csa20g025560,1.413591571,-0.446839408,-0.982435299,-0.067688923,-0.914571534,0.997943593
Csa20g025570,0.716668839,0.606646385,-1.968000475,0.434397962,-0.026249103,0.236536391
Csa20g025640,1.8525529,-0.991824088,-0.633030807,-0.398962914,0.155516243,0.015748666
Csa20g025700,0.629084702,0.340592963,-2.027915826,0.370848933,0.375517309,0.311871919
Csa20g025720,0.51652824,0.992807017,-1.840019318,-0.343428549,0.428447341,0.245665268
Csa20g025740,1.383999662,0.032263352,-0.94947084,-0.999735026,0.987763659,-0.454820808
Csa20g025800,-0.2962287,1.560697423,-1.478485394,0.277915782,-0.356968262,0.293069151
Csa20g026030,1.597331965,0.284982867,-0.554568798,-0.576136612,0.474306179,-1.225915601
Csa20g026040,1.647561191,0.057403887,-1.278982765,-0.764347095,0.119291731,0.219073051
Csa20g026070,1.121738134,-1.601389967,-0.369675968,-0.068290091,1.013299061,-0.095681169
Csa20g026090,-0.337009425,0.24279723,1.611013455,-1.359382299,0.352451279,-0.509870241
Csa20g026190,-0.427534445,0.450047661,-1.770792615,0.987724545,0.053059385,0.707495469
Csa20g026380,1.014727873,0.73223004,-1.101691875,-1.27099088,-0.139496906,0.765221747
Csa20g026430,1.255406903,0.132723502,-1.012328441,-0.76413006,1.122128219,-0.733800123
Csa20g026460,0.407514092,0.081534967,-1.231422222,-1.102468806,0.478728967,1.366113002
Csa20g026520,-1.287567875,1.410092191,-0.550992207,-0.395260414,0.938514707,-0.114786402
Csa20g026540,1.502879894,-0.084238887,0.088149475,-1.612424651,0.298777405,-0.193143236
Csa20g026570,1.133147977,-1.372440548,-0.552022821,-0.656133099,0.881187254,0.566261238
Csa20g026590,-0.771710287,1.005970726,-1.237552203,0.011659579,-0.331573639,1.323205824
Csa20g026630,1.579370914,-0.690787625,-0.366270084,-1.149589993,0.747199787,-0.119922998
Csa20g026660,-0.422451904,0.168572725,-1.709237016,0.190438139,0.522906766,1.24977129
Csa20g026760,1.354091066,-0.703068996,-0.658592242,-1.114536313,0.989209147,0.132897338
Csa20g026780,0.645811411,0.440096985,-1.997969048,0.021253079,0.437001669,0.453805903
Csa20g026840,-1.558828159,0.104954873,-0.848000834,0.548574063,0.908032991,0.845267067
Csa20g026870,1.120442255,1.030494291,-1.51563601,-0.620425727,0.008365124,-0.023239933
Csa20g026890,1.139224964,-0.96191087,-0.025895004,-0.698943886,1.307640813,-0.760116016
Csa20g026910,1.008495623,0.959560085,-1.656502473,-0.537009416,0.159558732,0.065897449
Csa20g026930,0.567360727,-0.267147661,1.048478908,-0.188390368,0.602808426,-1.763110032
Csa20g026960,-0.015979561,1.619565263,-1.519195138,0.11530949,-0.233196962,0.033496908
Csa20g026980,-1.332637746,1.318597707,-0.114215755,-0.932684334,0.671243715,0.389696413
Csa20g027020,-0.821408345,0.446391217,1.067217875,-1.247182363,1.076741418,-0.521759802
Csa20g027030,-0.824918384,1.785378294,0.24581286,-0.141048203,-0.040543304,-1.024681262
Csa20g027040,-0.885714508,0.887116962,-1.485110988,0.521590271,0.975066455,-0.012948192
Csa20g027050,1.078123521,0.573734701,0.116624447,-1.554867147,0.619294595,-0.832910117
Csa20g027090,0.238692096,0.719063265,-1.739528965,-0.604206703,0.500017823,0.885962484
Csa20g027210,0.320453322,1.228949423,-1.588779896,-0.191049169,0.747559385,-0.517133065
Csa20g027260,0.222296836,0.881115041,0.506440291,-1.097191002,0.880001191,-1.392662357
Csa20g027340,-0.046467975,0.783498345,-1.926565998,0.069795028,0.702231941,0.417508659
Csa20g027380,1.029962007,0.485703769,0.072464706,-1.762179627,0.624423582,-0.450374436
Csa20g027400,0.707937012,0.265756723,-1.650002187,0.324478891,-0.70115784,1.052987401
Csa20g028440,0.539715675,0.088202499,-1.876325327,-0.235080604,0.852873807,0.63061395
Csa20g028460,0.604573149,-0.363087566,-1.420427216,-0.17845545,-0.196497289,1.553894372
Csa20g028540,0.178372606,1.952630024,-0.619695668,-0.421929012,-0.545029273,-0.544348677
Csa20g028680,-0.81746674,-0.026732621,-1.315749256,1.481496187,0.043542609,0.634909821
Csa20g028690,-0.005013973,0.615905369,-0.747378092,-0.528744539,-1.00178019,1.667011424
Csa20g028700,0.828196317,0.033755832,-1.916624844,-0.030747164,0.700010736,0.385409123
Csa20g028710,0.983574537,1.007138733,-0.990319435,-1.398669164,0.230226794,0.168048536
Csa20g028790,-0.012708444,0.672939796,-0.186170191,1.242765046,0.005913257,-1.722739464
Csa20g028830,0.18653098,0.823215815,-1.775777598,0.572119605,0.724655456,-0.530744258
Csa20g028840,0.909036602,0.595431223,-1.783597846,0.476341028,0.343856908,-0.541067915
Csa20g028890,1.134174327,0.280367915,-0.582678618,-0.912133291,-1.068990791,1.149260459
Csa20g028940,0.317434066,0.665326735,-0.788735545,-1.651299881,0.880057633,0.577216992
Csa20g028970,1.252419853,1.240857709,-0.504687323,-0.628508291,-0.281874399,-1.078207548
Csa20g028980,0.356414566,0.776588458,-1.846575085,-0.180570183,-0.015361959,0.909504204
Csa20g029010,0.488825388,1.734454561,-1.159551361,-0.221858895,-0.373164042,-0.46870565
Csa20g029050,-0.90564781,0.964482578,-0.412455413,-0.707268378,-0.473668186,1.534557208
Csa20g029060,0.294666864,1.234772135,-0.840449668,-1.056205097,-0.682175188,1.049390954
Csa20g029120,1.204268965,-0.120084764,-1.248543772,-0.958632141,0.099476603,1.02351511
Csa20g029130,1.302147651,1.206894553,-0.573042626,-0.226042071,-0.911400496,-0.798557011
Csa20g029190,1.291921127,0.862260076,-1.380832773,-0.822509133,-0.014269077,0.063429779
Csa20g030280,1.124568649,-0.082578294,-1.188184367,-0.708103246,1.278741836,-0.424444577
Csa20g030290,1.116985882,-0.200724242,-1.604140665,-0.319880182,1.018015969,-0.010256763
Csa20g030300,0.654484236,0.010797116,-1.768204097,-0.407237906,0.491591454,1.018569197
Csa20g030450,1.214464833,0.176433156,0.659385481,-1.656621879,0.147608258,-0.541269849
Csa20g030460,0.222171273,0.584945924,-1.706449435,-0.664107732,0.652690587,0.910749382
Csa20g030490,0.737243335,0.297221501,-1.683070246,-0.105036024,-0.41070259,1.164344024
Csa20g030500,-0.890519628,1.063157831,-1.10745316,1.315750089,-0.038047698,-0.342887434
Csa20g030510,-0.880969072,1.145318147,-0.669840812,1.012744522,0.488024946,-1.095277731
Csa20g030520,0.313608638,0.61832405,-1.852490993,-0.069478066,-0.0493571,1.039393471
Csa20g030530,0.271816476,1.583658703,-1.241994205,0.150681817,0.147500476,-0.911663267
Csa20g031730,0.673342791,0.815605437,0.314623776,-1.659263052,0.641583124,-0.785892076
Csa20g031800,0.052600848,0.458083265,-0.418666076,-0.740502752,-1.063832038,1.712316752
Csa20g031880,-0.063236111,1.428495584,-1.659802661,-0.082477188,0.436080397,-0.05906002
Csa20g031890,-0.499698008,1.394527487,-1.608926518,0.37692421,0.263549118,0.07362371
Csa20g031900,0.381281974,1.551106493,-1.165445227,0.111852552,-1.027521229,0.148725437
Csa20g031930,-0.04592323,0.8298109,0.628299623,-1.630238612,0.894230534,-0.676179215
Csa20g031970,0.737598335,0.384644454,-1.924326533,-0.064244512,0.097325584,0.769002672
Csa20g031990,-0.461593969,0.159808684,0.036396418,-1.585044046,1.442735481,0.407697433
Csa20g032070,1.265781365,-0.452359885,0.420504024,-0.967266906,0.877904048,-1.144562647
Csa20g032100,0.714315726,-0.648500417,0.758956008,-1.750344939,0.486612847,0.438960776
Csa20g032130,0.562766464,1.482960629,-1.155856646,-1.003541426,0.316220488,-0.20254951
Csa20g032140,1.334628177,0.279343075,-1.111367447,-0.40721243,-0.979153081,0.883761706
Csa20g032150,0.745956929,-0.211521251,1.164470822,-1.083039768,0.608634599,-1.224501331
Csa20g032180,-0.173637412,0.103749736,-1.882999913,0.379081182,0.661880153,0.911926253
Csa20g032210,1.883556856,-0.019182029,-1.104200527,-0.391047721,-0.108598562,-0.260528017
Csa20g032220,-0.101050729,1.042012298,-1.514008309,-0.003021788,-0.562213158,1.138281685
Csa20g032440,0.193397483,1.487179067,-1.654714792,0.08079706,-0.070629371,-0.036029446
Csa20g032450,0.313210106,1.627797207,-0.961864797,-0.894598493,-0.553697219,0.469153196
Csa20g032460,1.578049205,0.408160937,0.219606467,-1.315493021,-0.155266622,-0.735056965
Csa20g032560,1.446762326,-0.238614552,-0.041450482,-1.414386521,0.763007941,-0.515318712
Csa20g032570,0.274706607,1.62447053,-1.422248999,0.090991318,-0.499938763,-0.067980693
Csa20g032600,-0.087887031,0.301833532,-1.917473414,0.63784963,0.1794395,0.886237784
Csa20g032630,-0.602040362,1.851684725,-0.712436844,-0.30403684,-0.655854356,0.422683677
Csa20g032640,-0.539702332,0.687574806,-1.384408607,-0.641017152,0.668712823,1.208840461
Csa20g032660,1.630780121,0.171465786,-0.052082476,-0.948975837,-1.137797018,0.336609423
Csa20g032710,-0.496872844,1.366023146,-1.498905845,-0.006572879,0.786074071,-0.149745649
Csa20g032730,0.062917005,-0.80148091,-1.395723514,0.491189863,0.183397776,1.45969978
Csa20g032880,1.078836482,1.146934071,-0.836399099,-0.721683639,-1.067792082,0.400104267
Csa20g032890,1.130430525,0.076772448,-1.771685731,-0.364463069,0.383667636,0.545278191
Csa20g032910,0.623702291,0.176476419,-1.233196036,-0.761392803,-0.342489643,1.536899772
Csa20g032930,0.765073986,-0.00449187,-0.550371003,-1.714561767,0.894435444,0.609915209
Csa20g033000,0.854395671,0.290628953,-1.823003724,-0.068082978,-0.165142107,0.911204184
Csa20g033020,0.004502094,1.715791529,-1.234598588,0.006945658,-0.699315831,0.206675139
Csa20g033070,0.834190206,0.623926538,-1.309082386,-0.754476394,-0.548346261,1.153788296
Csa20g033080,0.4638638,0.001857693,0.677650971,-1.969543298,0.642471727,0.183699107
Csa20g033100,0.942959045,0.49284171,-1.797704828,0.246609088,0.590906403,-0.475611417
Csa20g033130,0.906439276,1.556748094,-0.842240916,-0.208601554,-0.657903498,-0.754441403
Csa20g033150,0.114892088,0.510473512,-1.794235375,0.115341437,-0.158316627,1.211844965
Csa20g033160,-0.807019961,0.895917772,-0.883561073,1.524373297,-0.661011766,-0.068698268
Csa20g033200,1.530530682,-0.224378496,0.305500168,-1.404814331,0.405946025,-0.612784048
Csa20g033210,-0.925883725,1.71066098,-0.828977985,-0.562725684,0.422488011,0.184438403
Csa20g033220,-0.278485875,0.655861928,-1.648313891,0.221221316,1.291494031,-0.241777508
Csa20g033240,0.921434332,-0.289245584,-1.667357513,-0.417367877,0.555846211,0.896690432
Csa20g033290,-1.977213123,0.636696658,0.418471242,-0.074559227,0.435222284,0.561382167
Csa20g033310,-0.071176101,0.582340383,-0.075254639,0.891480956,0.55581878,-1.88320938
Csa20g033320,1.266567557,-0.271852506,-1.722567654,-0.08879272,0.326699823,0.4899455
Csa20g033340,-0.524543804,1.692109188,-0.255577838,-0.543729696,0.662290402,-1.030548253
Csa20g033360,0.082488688,0.085993631,-1.31564312,1.066827734,1.068158697,-0.987825631
Csa20g034380,0.780495242,0.309847138,-1.606071705,-0.869186342,0.671541246,0.713374422
Csa20g034460,-0.033785211,0.098130192,-1.888110616,0.415902686,0.3432008,1.064662149
Csa20g034490,1.604334711,-0.567570234,0.102681229,-1.10596641,0.642695185,-0.676174481
Csa20g034500,0.265111252,0.061212968,-1.909153943,0.025728279,0.593948689,0.963152755
Csa20g034520,1.245843784,0.864227921,-1.298792806,-0.943545354,-0.17375797,0.306024424
Csa20g035880,0.076345573,-0.827243921,-1.516530735,0.311443002,0.973758599,0.982227482
Csa20g035900,1.599331753,0.90105444,-0.712898125,-0.760842123,-0.603137837,-0.423508108
Csa20g035910,1.263502097,0.35257977,-1.588121704,-0.714344566,0.268127304,0.418257098
Csa20g035920,-1.15751703,0.541920534,1.0210351,-0.290669588,0.999234868,-1.114003884
Csa20g036000,1.547586152,0.062577622,-1.345255991,0.627130115,-0.455752312,-0.436285586
Csa20g036020,0.736908028,1.392526836,-1.512518585,-0.141702769,-0.45798085,-0.017232661
Csa20g036040,-0.31912236,1.237264206,-0.651163819,0.590829557,0.626161939,-1.483969523
Csa20g036080,1.710952913,-1.184809517,-0.713750819,-0.251132634,0.211877112,0.226862945
Csa20g036120,1.353628183,0.236743655,-1.534914131,-0.462749417,-0.275207726,0.682499435
Csa20g036130,0.899244942,-0.479194392,-1.657617156,-0.194115439,0.440614668,0.991067377
Csa20g036140,-0.005809211,1.366071925,-1.532412942,0.579224167,0.224930704,-0.632004642
Csa20g036350,-1.613972929,0.529362721,-0.737806775,0.804881256,0.058776563,0.958759165
Csa20g036370,1.690000527,0.650897833,-0.846904928,-0.71819549,-0.693059822,-0.082738121
Csa20g036480,0.449267734,0.461896754,-1.198831033,-0.655769208,-0.594243024,1.537678777
Csa20g037580,0.46939421,1.395153795,-1.590909636,0.046784405,0.192419679,-0.512842453
Csa20g037610,-0.049458953,1.726748916,-0.696298169,-0.355590391,0.464812279,-1.090213682
Csa20g037800,1.518617404,-0.378167841,0.560249432,-0.70497486,0.290867293,-1.286591428
Csa20g037820,0.77762116,-1.177096223,-0.777775261,-0.683927664,0.610380737,1.25079725
Csa20g037970,-0.786925307,0.737414631,-0.828606407,-1.062542296,0.707361912,1.233297466
Csa20g037980,0.963644176,0.440262049,-1.772883983,0.328797396,0.579342653,-0.539162291
Csa20g038020,0.353708979,1.052583609,-1.44666766,-1.037561536,0.447856336,0.630080271
Csa20g038150,0.002202217,-0.786607984,-1.573662081,0.962569307,0.64988004,0.745618501
Csa20g038250,0.400901149,1.031239309,-1.921111337,0.22270047,0.140535252,0.125735158
Csa20g038260,-0.080905542,1.015946303,-1.744463581,-0.394216799,0.463304165,0.740335454
Csa20g038290,1.074972845,-0.186847972,-1.28369212,-1.053389291,0.758310454,0.690646085
Csa20g038450,0.799821674,0.142620745,-1.477977891,-0.896819117,0.312803026,1.119551563
Csa20g038470,0.022496656,1.010609733,-1.45691707,0.981631803,-0.885693603,0.327872481
Csa20g038580,0.405733298,0.09500843,-0.822298769,-1.478428975,0.484992068,1.314993948
Csa20g038590,-0.179255341,1.510720028,-1.334178351,-0.766800993,0.281073964,0.488440693
Csa20g038600,1.123014536,1.222409336,-0.628219427,-0.459708681,-1.279867782,0.022372019
Csa20g038610,-0.488295872,-1.15039438,0.197537802,-0.619189039,1.698467136,0.361874353
Csa20g038620,1.734108198,0.010221315,-1.360034867,-0.195748257,-0.30281239,0.114266001
Csa20g038630,0.512813502,0.287934935,-0.852622471,-0.093433009,-1.32517764,1.470484683
Csa20g038650,1.246431317,0.523884,-0.935098134,-0.857054521,-0.873039791,0.894877129
Csa20g038660,-0.058019286,0.740483827,-1.655377983,-0.010186445,-0.290976331,1.274076218
Csa20g038690,-0.079771953,-0.04643893,-1.893692559,0.840387373,0.547756011,0.631760057
Csa20g038700,-1.080463507,0.852738185,1.206547899,-0.699388548,0.609112852,-0.888546881
Csa20g038740,1.714603253,-0.016872278,-1.023073624,-0.982581441,0.166137015,0.141787076
Csa20g038770,0.665716543,-1.614297398,0.934182388,-0.333520107,0.84716406,-0.499245486
Csa20g038850,-0.438398804,-1.20925957,-0.125019611,-0.584484715,0.85443825,1.50272445
