CGI,Ave CO46 week 0,Ave CO46 week 1,Ave CO46 week 2,Ave CO46 week 4,Ave CO46 week 6,Ave CO46 week 8
Csa17g073120,11.88244864,16.75468792,13.79532412,13.0830702,11.93837755,12.70386524
Csa11g103670,11.93773511,7.433181388,5.281183978,5.053174871,5.745809171,6.964951424
Csa15g023080,6.399370511,15.86511392,17.12847584,17.9012113,20.05991498,14.71687528
Csa16g040160,1.831191358,4.490871238,3.124987365,2.864763542,2.901612538,2.745151336
Csa11g012660,10.34604527,11.44956116,5.886767981,5.96179277,5.521952842,6.83263853
Csa18g010240,3.516490183,18.48444246,22.65142941,15.98284359,18.39122803,16.37344323
Csa20g006850,8.52972272,22.75915005,20.62998407,18.38431459,12.61270383,10.41364322
Csa11g044910,12.9884468,10.76938117,23.01879327,5.917257208,19.41513557,14.48028285
Csa17g094420,23.38359779,18.548798,13.74674962,19.65590842,18.93724207,23.75680966
Csa11g038540,7.276210956,4.916684903,4.503248816,12.10959475,7.300118803,9.795236151
Csa07g004620,0.13960705,0.124998296,0.205110177,0.148903494,0.159691092,0.264029103
Csa15g016800,3.963446899,8.977751189,3.772818535,2.472031598,2.757632356,3.65184019
Csa06g015540,3.993210259,2.255407615,1.650811609,1.933046471,2.999153973,3.300133858
Csa07g019880,7.139421467,7.367996264,6.967314489,7.041154243,6.956831772,6.984534446
Csa19g001320,4.532921511,3.802055617,2.652084712,2.296723191,2.187499131,2.60935722
Csa13g017610,34.88673329,33.0781412,28.22486498,46.6731622,29.79855586,45.77594015
Csa19g006590,2.403069036,3.458935473,2.724975992,3.086316471,3.476593227,3.188924949
Csa16g028620,117.5881041,164.5994365,135.7934238,141.7052867,115.552059,106.1274752
Csa06g039050,7.394447216,4.1048101,2.618501921,5.426345241,4.064707411,5.904272322
Csa16g039860,10.15147284,6.540991477,5.061230062,6.487128212,5.417013678,7.480657288
Csa16g012740,1.990361082,2.303991278,2.579824546,2.552249989,3.171966929,3.202171807
Csa01g016710,21.83417236,19.06895762,32.89749527,31.4464108,24.94305526,30.29358329
Csa20g077310,3.860786963,2.167278417,2.991971747,3.087040436,2.002397756,3.41058166
Csa17g018740,208.6143074,195.0394895,130.2867391,147.5504429,151.5538391,139.054019
Csa10g040780,5.340116471,1.574860406,0.755036158,0.486284951,0.353338556,0.217437199
Csa06g038400,6.993025187,11.5440015,13.42064049,7.904932196,12.31968256,9.269892821
Csa06g049580,14.07284712,19.93310439,12.85984039,12.82675641,14.19935785,13.13548808
Csa17g011130,3.265039311,4.202267927,3.088028895,3.664575575,3.995571655,3.62028329
Csa12g022330,13.1106167,7.986567725,6.346756668,5.776070999,5.928055493,9.799768438
Csa11g073520,8.559320289,20.50960539,18.67948512,20.77387065,20.44460523,17.67827903
Csa06g001610,8.334916858,6.55962657,6.684410494,7.272724817,8.014750335,10.85861484
Csa19g012200,5.554550857,2.594104689,3.110870213,3.188806384,3.14371363,4.408778222
Csa11g023200,2.877827248,3.104468845,3.557966231,2.464237079,2.67541215,2.508353167
Csa12g022630,25.26712726,59.30013097,79.59004094,67.13696637,71.84301044,51.32861762
Csa07g031990,3.098277015,5.594447507,6.247134202,4.364520096,6.883044808,4.361780518
Csa08g006570,5.469272685,6.642413491,5.111937635,5.760855728,5.579382857,6.521877414
Csa11g004720,0.859532663,3.184780984,4.430955724,3.428759003,3.547826368,2.976389037
Csa19g011820,14.9687525,11.32973139,8.192790003,7.947216701,6.955621926,10.3890072
Csa11g101150,20.18238535,29.98624662,24.41456871,18.8561454,19.58514181,17.21988395
Csa19g036210,7.426458212,12.47025807,5.436399253,4.840212386,4.741375433,6.544403672
Csa06g039920,6.366892782,4.60268163,2.481067334,2.710940845,2.666157491,3.417322632
Csa17g016450,10.02411999,2.17878982,1.3995205,0.633557598,1.251820452,0.708675921
Csa20g024820,2.209059331,2.095291798,1.94573518,1.697817489,2.039196062,1.778560412
Csa15g082430,13.76604799,15.284906,9.926854129,11.54121775,11.7677366,13.48173644
Csa06g051390,4.80186547,5.472644671,3.283585342,3.639298482,3.554990891,4.432160766
Csa07g037940,10.34305906,4.783178875,7.226866358,4.024749122,6.290381995,3.935561298
Csa19g012280,13.45869089,13.0414546,15.5393053,10.77568345,14.16850508,9.218608931
Csa17g034060,0.06094274,2.799885349,1.593845127,0.79966146,2.633176068,1.405336739
Csa07g036310,1.877780621,1.589851317,1.912766857,2.091689679,2.706761782,3.679515425
Csa05g086300,2.924219728,3.202466033,2.661737144,3.813363522,4.10135832,5.933066996
Csa07g010510,26.34845238,18.77037735,13.8367974,12.45495658,12.17780574,13.54487347
Csa05g016470,1.866827122,1.640712219,0.830309106,1.165567685,1.143527326,1.520033622
Csa19g010910,4.766483859,6.25649379,7.901714466,6.47854693,5.780117609,7.848169083
Csa20g001380,5.111467133,5.365494659,5.503206103,6.91506915,6.843202169,7.108140209
Csa17g093370,9.882277951,9.384236326,7.359425435,7.786457843,7.962482347,7.872276034
Csa13g019920,7.122522814,5.277975759,3.10815461,3.026818929,2.575508696,3.428096219
Csa11g073860,5.284628214,6.253213246,3.272829722,3.26204083,3.420440649,3.828624872
Csa11g087310,6.446326273,5.580147099,5.627676559,5.763078028,5.164887463,7.078978234
Csa08g053320,6.970356622,8.917715284,12.4558299,11.69410219,18.65508879,21.17690927
Csa16g009090,4.166824533,2.779328324,3.807339022,3.074818809,4.360936866,4.175607568
Csa14g006540,6.520340544,6.843172782,7.50883907,6.467762716,6.816111854,7.590367076
Csa12g013500,15.3119059,17.89826561,7.843925376,10.35498722,11.23473481,10.76417282
Csa20g011450,5.198778466,6.017009295,6.800758796,5.542293644,4.745728601,4.858864055
Csa06g015350,4.551738988,1.349517602,0.851488474,0.875876751,0.789330022,0.828138159
Csa20g016570,2.928113089,12.2822301,14.84399242,18.84391921,9.861460032,26.36622397
Csa13g054030,5.334826485,7.541377744,4.833358814,8.59976774,6.934111947,8.391643034
Csa14g008830,0.446366486,1.281610273,1.628283693,3.041630084,0.485347859,1.505102379
Csa06g002590,4.184845404,2.44013367,2.915293043,5.685149539,3.470980989,3.658343362
Csa13g041890,2.074679854,2.055357704,1.911634643,2.035684309,1.903926107,2.367634524
Csa14g059390,3.53502009,1.555685662,1.652419958,1.278791801,1.614250823,1.753299061
Csa05g052440,9.920738957,4.881360368,5.263274994,5.170633873,6.145675795,6.663711699
Csa07g017350,4.549031997,2.258864275,2.110275182,2.490410986,2.649680192,4.189689605
Csa20g021990,3.51059024,1.464596531,2.261345224,3.624037233,3.993184653,5.104335818
Csa20g056000,7.170989835,9.34009773,7.438850809,5.444803881,7.923676174,6.770134033
Csa17g092870,3.0904849,1.964026596,1.47821536,1.525323534,1.715582663,2.783087031
Csa00441s040,6.096525222,6.320099413,7.889219267,6.870508575,7.169389789,8.399168725
Csa14g051350,3.289570821,1.675771855,0.637804143,1.921446559,2.771515294,2.920480048
Csa10g029120,26.62456064,22.50149429,30.07251895,36.45543554,45.1088924,37.87906018
Csa17g011870,6.706458026,7.681218737,7.883972173,7.195798045,7.349547115,8.497743307
Csa09g062980,2.201480361,1.533511243,2.458728343,1.944782499,2.602307591,2.969047885
Csa11g022850,20.33571279,6.660328349,5.777065135,4.421259671,4.879347797,6.643413997
Csa12g033450,5.710083725,6.282267176,5.70503762,6.928848956,6.930696928,12.94571706
Csa09g078010,4.073639347,3.411718445,2.817209066,3.105725084,2.912342961,3.511583938
Csa12g058850,2.475507615,4.095301256,3.087651427,3.746896659,3.389035471,4.025788873
Csa19g011410,15.44627463,8.825037617,8.891990208,9.595664129,9.943296592,12.65029213
Csa20g081620,105.445137,103.0219782,100.712838,98.43266456,97.634138,79.38931911
Csa16g051140,8.376081012,7.150671094,5.08472214,5.03949853,5.793511304,6.279896872
Csa03g011380,141.8099771,117.9386611,74.80274509,78.86663983,69.09480564,90.48260675
Csa11g094240,518.9359551,583.1568472,282.0455989,312.9502664,246.887376,324.930469
Csa09g007170,13.60075448,16.74023163,9.825070966,8.725435593,8.936923981,9.966556626
Csa06g025880,5.414693065,3.586278443,2.339703682,2.284091578,2.496967739,2.374278863
Csa17g088260,5.648604833,4.217832906,3.762741924,3.760032924,3.745162969,4.573039309
Csa12g004760,4.103834869,3.391189406,2.047344607,3.762725123,3.119513651,4.261204505
Csa11g061670,4.547229476,2.959449231,3.114564512,3.631152995,3.253465904,3.751778043
Csa12g004740,5.682902709,6.032855043,5.620602075,4.195769988,5.532973351,5.796768152
Csa15g014210,7.20885599,11.71498834,6.686715501,6.337167246,6.159402682,7.020220185
Csa19g014360,2.17153714,1.764835306,3.728919181,2.078755236,2.491312982,1.194056071
Csa18g029340,0.350566801,0.919142529,3.653308164,0.57049634,1.051002329,0.91631568
Csa12g055300,2.459847578,1.809604168,1.906232147,1.792813138,1.749393777,2.580710236
Csa14g068070,3.409776159,2.14953188,2.977474875,3.149147269,2.176091659,3.442070159
Csa14g068060,8.421662572,8.809483466,14.08628927,11.88397315,14.85017867,28.43169273
Csa01g036660,1.855887494,3.898127844,3.674581164,3.696170688,3.94639271,4.597506964
Csa05g029420,3.843311209,5.505678404,3.636885659,3.847465544,4.196075196,4.95107654
Csa14g049680,3.115346627,2.852857941,3.121328803,3.27043344,2.755917333,3.590129522
Csa08g043190,17.4804141,19.02240221,11.81649117,11.87056127,11.07081389,16.72294708
Csa04g011110,1.607877111,1.248113275,1.628759268,0.747615889,1.415602428,1.033439639
Csa14g063140,4.12652431,1.35295345,1.791812059,1.132000375,1.268517926,0.867735041
Csa02g064990,8.162967315,9.342426211,7.964632954,7.185700594,7.90526244,7.750524693
Csa14g027930,5.419016376,7.740539577,6.077606723,6.172668492,7.314872256,7.302754437
Csa17g030940,56.79603401,47.85187625,32.99163335,41.02774034,38.91698978,43.69396483
Csa18g023470,1.827255299,2.078387574,3.053060216,2.155875906,2.671208625,3.812524203
Csa18g026930,4.214052964,3.645828674,2.445186305,2.474467667,2.551684578,3.194020177
Csa17g043310,23.40379449,20.84770518,14.76444178,22.60147785,17.59300747,20.5737981
Csa09g069780,10.81564525,3.989110719,4.529251166,3.663211404,5.038892093,7.285150878
Csa07g053810,9.236113808,9.92060559,7.416619891,5.832757029,8.258408942,7.360886097
Csa02g070760,7.458635399,8.903258036,6.721421346,6.730902083,6.418915174,8.806818166
Csa18g037560,2.128026301,1.919538108,1.411946897,1.475630607,1.221856462,1.288343552
Csa02g051850,15.02149011,13.28867465,9.722239236,10.27204251,9.795381995,13.75241356
Csa18g025430,11.55286535,11.27834033,8.196955325,10.17810183,10.16135439,12.57260516
Csa03g032630,4.374751721,4.638428715,3.217785964,2.273242905,3.023331498,4.051803483
Csa09g004830,25.07702075,29.34219771,42.99163861,24.07934368,24.63019998,27.34368834
Csa13g056260,55.97952433,69.34568643,79.5385887,88.63532361,84.84641272,68.48695433
Csa05g012150,58.18812303,65.28055895,45.19646415,42.32977421,36.48649212,50.31611156
Csa09g062690,2.649481855,4.800513105,3.973388429,5.198783978,4.98808604,5.565478421
Csa20g015330,5.174705235,9.638332805,7.386886007,6.671493744,6.623085696,7.928728973
Csa10g016330,72.79504621,62.03874277,95.78037538,167.4273262,142.1710005,100.7075846
Csa11g017820,18.47713574,5.147751505,10.55158454,13.60544314,12.16216569,10.97602518
Csa10g016350,13.03859227,8.399693191,7.385999264,5.888050146,6.090659985,6.663327487
Csa17g008210,5.276200158,4.167315131,3.938648945,3.937397471,4.642659586,4.020122611
Csa19g028660,10.35557128,7.385898305,6.486236992,4.421111834,3.439581471,3.899894257
Csa20g006320,5.373751565,3.571294951,4.245214503,7.21811732,3.822571153,7.52841474
Csa09g071120,5.714655826,7.253940451,3.501417459,4.098268218,3.967060391,4.728709029
Csa18g024470,7.850345203,5.861354513,7.975012448,8.498439502,8.253572821,11.77786143
Csa08g023160,3.999005304,3.345134732,3.795029545,3.619608088,3.377226277,4.222816183
Csa15g071180,6.970038992,5.57172773,3.916960537,7.844554979,4.049675365,5.051961506
Csa14g039310,7.184484597,9.220622709,8.130475984,7.0606286,10.68390981,9.125771806
Csa12g020650,3.934578053,3.292233107,2.853397365,2.616654639,2.734173338,3.232540994
Csa13g056190,21.17595233,18.48847409,13.7710623,19.11773975,19.83926449,21.69371999
Csa14g017460,5.664690606,3.806106442,2.972861654,3.226012057,2.888021303,3.685357446
Csa09g094660,3.830395447,5.195831686,4.061010203,3.880615134,4.437612926,4.786585821
Csa19g008560,10.99416573,11.06481479,8.678337658,11.39134118,10.51034102,11.83294126
Csa09g069730,0.821275812,14.91582498,19.6180468,4.060370048,2.947513779,7.147492634
Csa04g018240,14.75843149,12.07307851,10.06990706,10.27424852,10.10248149,10.81055093
Csa10g050080,2.328348643,3.531214138,3.801264897,3.647055926,4.571342778,3.98185821
Csa03g038260,2.142069709,3.705103702,4.670756182,4.236329648,3.759067438,4.390493583
Csa16g031700,7.437608702,8.556786307,6.068700315,5.350350903,5.515776286,5.808488555
Csa17g007440,3.141330857,3.014972077,2.673145078,2.435709143,2.531704558,2.866479346
Csa11g051580,58.75898176,58.75655551,43.28515078,42.97296249,39.03325146,49.57316188
Csa19g021660,24.36662959,28.80204231,15.85252322,25.84892388,30.86420236,37.20471481
Csa12g037280,8.90111673,10.3051003,9.073117418,8.614355599,9.867646008,9.738702426
Csa19g013860,4.640130981,7.546047055,5.143250545,6.593172277,6.0053427,7.326399273
Csa09g058580,16.0429594,11.76809488,7.948079431,10.41510707,9.831981867,11.72303749
Csa04g053600,2.173943421,1.033018535,1.385514122,1.000464735,1.76316769,1.534991076
Csa12g033810,0.405915749,0.320233303,0.571335448,0.553425769,0.727425939,1.236727655
Csa09g051080,3.214745467,1.869368804,2.082918254,2.136096073,2.374769594,3.319456152
Csa17g006940,31.32850481,5.816134514,4.825365712,5.024417608,6.746780653,5.14073057
Csa18g009650,9.277346436,6.167555322,5.042353572,6.811299619,7.101184965,6.119992198
Csa16g030380,10.14236117,2.128028964,2.310278604,2.013042907,2.535495633,3.162059781
Csa16g017440,2.684810495,2.757426575,2.340549628,2.137365716,2.440077092,3.176053548
Csa14g041780,11.40535094,11.2596972,6.848179981,8.152202305,8.431058594,8.35170186
Csa03529s010,7.53248047,5.375569775,7.15163962,6.355702739,5.834948757,7.762545867
Csa20g053970,1.736101775,2.555111072,4.861136433,4.166811668,3.476985418,4.289672398
Csa16g048360,11.53717889,5.564011884,3.754506893,3.25626975,2.105361321,3.039936442
Csa19g031500,2.374585948,2.086379169,2.000088653,2.178152878,1.987296074,2.847573331
Csa09g004530,0.969586412,1.429423624,1.987300346,1.894075411,2.638021345,2.085644842
Csa17g009420,8.338073607,5.54267369,6.34788331,7.601917473,5.537431494,6.801377892
Csa11g002700,7.398489362,6.171952284,5.993976374,7.207860766,7.203477163,9.212009933
Csa09g094370,28.35850047,33.48077713,23.60217218,31.0406616,31.84523438,29.11444262
Csa12g061290,3.277952331,2.790738806,5.458906143,2.872079621,4.212805088,3.3438056
Csa19g035480,1.592475397,1.595418913,1.902266332,1.970403786,2.055966566,2.789318407
Csa04g036900,1.386388945,1.510366158,2.291630446,1.696243599,2.09224792,2.179339053
Csa09g021330,9.13025629,5.068822616,4.529075467,3.927135942,4.13078026,4.458390173
Csa19g003020,1.885870952,0.608249312,1.427628231,1.797767735,2.716648055,3.300294142
Csa14g051180,6.116620233,3.22897009,2.881217123,3.244177981,3.679593322,4.097392747
Csa08g038820,3.042276766,3.031068693,2.031848081,2.112655641,2.096661603,2.233130078
Csa17g096050,11.44962783,9.198243256,12.81083004,12.63474619,15.13382773,27.84395199
Csa01g030000,9.391363573,5.326093617,6.435408936,6.673939943,5.721926707,8.771371025
Csa16g052190,0.924689847,8.875281753,13.41012882,6.429685583,6.806887666,4.326699518
Csa00462s050,6.365248453,1.718635056,2.175383962,1.480161971,1.616150637,1.643790423
Csa05g012990,17.42580633,27.68463594,17.52896985,19.60649894,19.65664305,21.81536032
Csa17g032470,1.508177488,2.337864514,4.346338731,2.271007322,2.996288346,2.279248557
Csa20g012010,4.157071249,3.88426298,2.246439085,2.574862759,2.58603334,2.883336726
Csa13g028130,11.87890666,23.69056688,13.58843575,16.9155902,15.70413523,21.17937401
Csa18g020560,3.604109279,5.43667034,2.695734012,3.333948084,4.824236271,4.67476353
Csa12g002330,5.23158467,5.140070077,4.420888347,5.359593368,5.051700267,4.842142875
Csa13g025840,5.068254132,8.209910263,7.290844452,5.814009079,6.195895415,6.967704782
Csa09g003060,6.861274169,5.531115565,4.913167998,5.323947462,4.942595996,6.407523242
Csa12g039040,56.00250154,44.60255395,38.68863374,43.88281007,64.57382182,53.14583558
Csa11g059350,27.71144995,4.477001859,2.926792126,4.0266381,2.150212637,2.804000433
Csa17g023670,3.694636187,4.9508859,3.959476121,4.456154082,3.349130146,4.308288991
Csa14g026820,2.512260837,2.230846483,2.501569674,2.293023701,3.291960662,3.263679352
Csa12g078280,5.592209049,4.451339833,3.89148377,3.691759775,4.442533813,4.225405916
Csa10g051720,60.92367218,61.77662405,40.62258558,35.18231092,30.2710219,41.93554166
Csa14g002370,8.415015779,5.158782381,1.472029005,5.916200177,3.973925406,5.098165024
Csa18g042520,3.322878603,1.509444151,3.32802226,2.867822785,3.018830839,2.919174176
Csa17g042900,2.186940672,1.58229939,2.438876361,3.348492468,2.568266434,2.905669756
Csa07g060710,15.12001332,10.39895965,9.838968862,10.03304432,9.299324507,10.4793784
Csa12g025110,4.599044454,4.553664919,3.413791991,5.608421339,4.519874378,5.272369775
Csa05g004190,2.545969358,2.559414459,1.466103688,1.135069881,1.124337316,1.295032209
Csa03g024270,44.50725606,69.12317963,58.65244767,159.4275315,86.12510628,106.3833458
Csa20g068750,5.709496159,1.126411007,5.593631309,7.541852202,1.485640426,1.435430916
Csa19g020900,12.448966,7.608249085,4.102428009,5.990018036,5.032869898,6.951176381
Csa16g055460,73.01355371,142.2370071,105.2139346,129.7091047,115.9647429,86.20354711
Csa16g004300,2.477584468,3.082135603,2.723886175,4.425794641,4.340175429,4.218904679
Csa03g058610,2.743961138,1.616236818,3.596712495,2.631684485,3.542871148,2.179238799
Csa19g036000,25.31787465,23.07918404,10.00400184,9.908545082,10.635085,12.42636667
Csa17g007140,17.28776978,7.711237968,6.918804896,4.766222092,4.318988276,6.13691108
Csa14g004380,8.810099925,1.684857261,1.480104589,1.487806932,1.191779625,1.52234431
Csa17g001830,2.307221874,2.681777473,2.034840659,1.302446203,1.520051389,2.031695207
Csa07g029890,75.55945788,69.46640622,49.69517796,68.98570095,65.89208305,75.45143906
Csa08g001530,3.021876078,2.127254533,2.078502748,2.209825832,2.630760741,3.111491161
Csa13g056960,2.416873762,1.471179052,1.652055478,1.521189603,1.814079226,2.170422435
Csa14g053240,3.967377423,3.404785668,8.150573642,4.81214332,5.328758066,5.915138087
Csa17g029520,8.620783553,7.696786279,6.990150346,7.212500111,7.589708155,8.55285363
Csa14g005420,183.0201699,213.2153705,150.1986169,141.761282,124.8785736,150.1166848
Csa20g068940,79.14166007,60.1023358,41.38816682,46.20684032,43.14365402,51.84139911
Csa06g042790,4.089717905,3.45922891,3.277589769,2.786097776,2.98260217,3.565241247
Csa03g009860,14.61553341,11.66927628,8.213488612,12.4549611,13.92700766,9.303997578
Csa04g009750,0.800327661,0.001,3.524412756,1.660671469,2.065553974,2.595741422
Csa13g052820,6.385162405,6.051866504,1.577720822,1.024420568,1.664110445,2.15194386
Csa09g080700,23.67662427,22.85873718,18.64869201,18.05594821,15.89187905,19.90717809
Csa16g036630,0.324141707,1.411197381,1.130560642,2.422962054,0.927267688,2.88784501
Csa11g083070,6.65734173,7.890728757,8.604967102,6.160836379,6.289941124,7.963493583
Csa07g033930,3.998180537,7.304077234,4.022976681,6.909790911,6.149768201,5.787847928
Csa20g005040,17.77229042,22.52600864,27.72197291,14.15352854,15.87186539,21.13036819
Csa17g093800,5.756593908,1.354448667,2.772684465,3.608975369,2.295455808,4.319823016
Csa09g058820,4.618886139,4.075016661,2.88317922,2.618206051,2.675505589,3.623175213
Csa07g062050,7.793763676,4.288584857,6.111011604,4.572783497,4.970190672,6.383823896
Csa12g004780,19.11827828,20.35699105,15.47236908,16.04549781,16.17058012,19.51192108
Csa02g065140,4.068080774,4.479454515,5.043023058,4.736392446,5.933417058,7.211693672
Csa20g037990,6.085211129,6.560641409,3.95640967,3.979934381,3.169635602,4.34587419
Csa20g029100,7.920533966,9.869340092,9.86920831,12.04154236,14.24721406,10.62497089
Csa08g038850,4.402545314,3.681779337,4.158580865,5.202835443,4.203751691,4.244027632
Csa15g064380,4.082120653,2.107426959,2.283505065,2.49714574,2.876259737,2.543682611
Csa17g019900,5.381349685,1.105974689,1.084411562,0.734736497,1.070090172,0.890655094
Csa16g034460,16.83307398,16.9249366,12.56791251,11.85656686,9.538537851,13.56023304
Csa19g021470,1.000591875,2.651215925,1.686334033,1.413814271,1.979157042,1.258759652
Csa17g009630,4.496107393,3.149212346,2.766399764,3.431278834,3.358338837,3.833793518
Csa10g024830,6.642899839,7.42596872,7.35987922,10.78681282,11.17400093,9.773831104
Csa09g062570,14.557986,18.60838011,13.33274456,13.2306436,13.25024669,13.33158015
Csa17g063450,10.23422499,3.086011288,4.192513058,4.861889851,5.521945202,6.933330865
Csa12g078030,31.78095937,45.65500285,33.08986618,30.84273834,33.19458872,36.56243905
Csa14g004470,1.741854997,1.837813656,1.946186062,2.030243102,2.46773683,3.251284226
Csa20g055400,45.82489978,54.38738054,27.70033078,22.1659243,24.40783481,27.27410985
Csa01g006420,138.2648804,141.7790965,103.9823363,64.40248316,67.15509069,81.44115431
Csa17g029470,13.09126254,3.060657514,1.783246878,3.476646215,3.793494779,5.15217468
Csa15g032460,0.075922139,1.604004967,6.524982494,0.943662135,0.953168894,0.489701649
Csa17g035040,3.235782591,2.337361766,0.955972748,1.86027573,1.704567565,2.280800912
Csa07g013170,3.242594235,3.263965766,3.417636407,3.619402257,3.807485511,4.141991916
Csa08g013750,2.769062434,1.962406541,2.277266775,2.318758373,1.825502721,2.201512364
Csa13g041450,9.085344413,12.71792108,5.789932306,8.205329771,10.13237596,8.519538458
Csa20g063240,16.50833529,18.31930379,13.37154685,15.04211793,13.74741494,14.93287864
Csa06g028620,3.211271978,4.962462529,3.807098675,3.233726857,3.281915257,4.099212643
Csa06g026160,11.68481412,10.70975363,8.423385103,7.742211789,11.60611549,11.15372326
Csa19g039740,8.383814209,14.18309414,7.846604563,7.62172501,6.827594598,7.864248518
Csa11g026300,2.777167844,3.57181083,3.635606587,4.90341482,4.38707235,5.741870423
Csa01g019380,2.398601802,3.838368148,3.142598878,3.58048071,3.764045214,4.817206704
Csa18g014870,1.539143403,1.509586282,1.106499466,1.843386136,1.437548781,2.327190415
Csa16g039130,1.931098707,1.700738974,1.957326384,2.038044817,1.472048295,2.223685855
Csa20g003910,7.991000545,6.945411793,3.712652467,4.331779307,4.331361089,4.353127032
Csa13g003820,18.06830597,18.47249679,17.36703119,13.72189478,13.93161661,11.63217757
Csa20g057160,2.801696109,1.268563655,1.273912651,1.02502775,1.292082584,1.547804315
Csa13g056340,7.450032127,5.241483191,4.778173135,6.017229416,6.776531026,7.397663802
Csa20g039540,3.595709751,0.30172243,0.240533647,0.146711436,0.128207421,0.045472142
Csa13g028740,1.179541072,2.447584391,2.243996123,1.819431676,1.926110367,1.907015587
Csa04g062380,6.972690088,4.77016448,4.570338365,6.436026587,4.773493233,5.414093026
Csa19g012010,12.74596873,24.74176179,14.42236236,20.43560257,20.37268008,19.25063773
Csa09g050950,7.644982443,5.96597185,6.312104258,5.502101482,6.721491348,6.909428281
Csa11g017500,24.11000456,18.32115337,17.85868978,17.8893562,17.20906959,16.91711545
Csa05g005630,66.46300464,96.70092761,96.42407033,63.21326953,62.44878789,55.54602875
Csa16g041690,3.49792484,6.493039821,4.047107779,4.071299564,3.906343243,4.25702236
Csa20g054210,4.98223827,3.14413713,4.031172462,3.083412607,4.445962428,4.219210296
Csa18g029830,13.27524826,11.07705995,9.448796719,6.392068173,7.280027795,8.145121385
Csa16g056070,20.76758505,18.27743452,13.40702546,16.75863002,15.84689866,15.38882537
Csa03g036870,7.652525872,6.104705711,6.273365734,5.10321385,5.253436043,6.25687815
Csa19g009780,7.557160654,4.149642777,4.187655783,3.812373895,3.115938947,4.822487597
Csa13g021980,12.45811618,10.14335587,9.034428841,8.376815691,8.388994106,13.29977314
Csa16g053100,3.476653441,3.208338246,3.47377661,3.427435065,3.237072604,3.801138239
Csa16g041980,13.59610949,12.96572564,11.14405051,9.949365722,9.624502057,11.36896111
Csa12g024710,2.646633517,1.475792797,3.142332312,2.669882629,1.570974349,2.515877704
Csa18g035610,16.30952387,19.86130112,19.34615415,21.8551828,18.11906554,22.15271967
Csa06g032970,9.700223068,11.33342826,8.459917424,10.25505575,10.57838893,11.30284027
Csa09g097450,4.577559228,3.282727489,2.891369827,2.476054716,3.073793332,4.28486298
Csa18g025390,3.505939481,1.431095955,2.135639372,2.041058206,2.403347184,2.598386806
Csa16g006910,4.016106929,2.147027461,1.599410052,1.276464285,1.16074799,1.668265267
Csa05g094690,9.885762929,7.599886553,7.854030734,6.309318203,6.147405451,8.281065738
Csa04g041940,8.169014438,72.52268321,69.42708784,45.79497966,53.91758385,47.87918465
Csa10g042460,2.916201348,2.363850045,1.842659209,1.823072236,1.729044169,1.959128634
Csa10g014580,2.490265342,4.672604082,4.174443879,4.613713524,4.813108392,4.667890582
Csa19g012420,4.058090094,2.626942131,3.576917648,3.482069149,2.968079327,4.783580142
Csa15g064420,6.367009953,3.597835255,3.767780632,3.160643775,3.834032492,5.394287505
Csa04g014950,4.426872136,2.713510443,2.555421108,2.856639802,2.375557902,2.970694681
Csa12g016810,5.453194792,2.150876649,3.355515633,3.412398298,2.237453274,4.469403155
Csa12g010060,8.77926539,8.381871462,5.910569432,7.175716663,8.834494455,7.539846365
Csa09g075440,7.625829872,3.666054651,2.574716378,2.214705164,2.539901066,2.686891332
Csa00462s060,6.07204047,3.814188774,4.009255263,3.247416481,4.585513786,5.058256366
Csa17g045970,5.583216988,12.12602713,11.15495968,23.28006743,11.04279546,17.74736914
Csa19g023870,1.874058881,0.807812839,1.196321703,1.219509963,1.424615368,1.59041962
Csa13g054240,3.208908765,2.960097348,1.65670704,2.364027957,1.989915373,3.211020861
Csa19g023640,21.71024658,31.73066775,16.98368963,11.60909076,9.845682955,12.73096937
Csa02g005430,84.67412621,73.96324851,51.51521297,44.07970969,38.00958914,47.42279776
Csa03g002820,237.9117962,353.2407431,248.3680426,187.2332386,159.4398927,207.4074875
Csa13g055000,4.082891232,5.34616748,4.138658929,4.346607331,5.1651602,6.324881597
Csa01g010500,2.88442139,2.830431802,2.616425875,2.924436757,2.417198082,4.058712262
Csa08g006820,3.692393332,10.59968431,7.39273743,7.501285019,10.0747933,6.408111358
Csa11g038660,3.42950138,1.390008724,1.283247333,2.325165453,1.719350868,2.690863683
Csa11g090180,6.335080696,9.004629228,6.845503419,6.275699503,7.392768702,7.494189495
Csa12g010270,0.394508165,2.691705714,0.903098697,1.320489308,0.908572752,0.415489874
Csa18g028590,1.80161636,1.781805415,2.187004255,2.128060186,2.208192024,2.729847573
Csa11g020070,3.082053247,2.625859833,2.446520504,2.020185237,1.946927406,1.729068221
Csa14g015910,51.43748297,40.84581563,27.02567969,41.8258323,51.96901536,28.60253504
Csa07g015120,7.097661537,2.932700108,4.537158663,5.208796989,3.905777082,3.747515626
Csa17g021540,5.727135636,16.49476834,12.6160358,13.03413201,13.09992583,15.69760065
Csa20g078170,241.0358256,196.3182155,172.6840492,263.8009063,269.4658922,229.0737911
Csa05g044580,0.990878976,1.034842603,3.622856991,2.364154763,4.576316067,4.522080266
Csa04g016450,16.014173,2.909711598,2.054608408,2.989131173,1.985932611,2.606974241
